date,open,high,low,close,volume
2021-06-07,341.09414705491,368.75042924855,341.09414705491,352.61759796892,178135
2021-06-08,353.38582802986,359.53166851733,351.84936790799,355.69051821266,181070
2021-06-09,355.69051821266,360.29989857827,352.61759796892,354.92228815173,94004
2021-06-10,353.38582802986,357.22697833453,350.31290778612,351.08113784705,69384
2021-06-13,351.08113784705,355.69051821266,343.39883723771,354.15405809079,135433
2021-06-14,354.15405809079,372.59157955322,353.38582802986,367.21396912668,238183
2021-06-15,368.75042924855,381.81034028443,368.75042924855,374.12803967509,346796
2021-06-16,374.12803967509,391.79733107658,370.28688937042,377.96918997976,249556
2021-06-17,382.57857034537,384.88326052817,375.66449979696,376.43272985789,132336
2021-06-20,357.99520839546,384.11503046724,357.99520839546,365.67750900481,185371
2021-06-21,380.27388016256,380.27388016256,357.99520839546,361.0681286392,158267
2021-06-22,345.70352742051,371.05511943135,345.70352742051,370.28688937042,112308
2021-06-23,370.28688937042,370.28688937042,361.0681286392,361.83635870014,72529
2021-06-24,377.20095991883,377.20095991883,357.22697833453,370.28688937042,168916
2021-06-27,365.67750900481,384.11503046724,365.67750900481,378.73742004069,165483
2021-06-28,397.17494150312,397.17494150312,377.20095991883,381.81034028443,183885
2021-06-29,384.11503046724,386.41972065004,370.28688937042,372.59157955322,73114
2021-06-30,365.67750900481,371.82334949228,362.60458876107,370.28688937042,49724
2021-07-01,351.84936790799,377.20095991883,351.84936790799,371.82334949228,97084
2021-07-04,371.82334949228,374.12803967509,364.90927894387,366.44573906574,54096
2021-07-05,366.44573906574,371.82334949228,361.83635870014,365.67750900481,37585
2021-07-06,364.90927894387,366.44573906574,361.0681286392,363.37281882201,44597
2021-07-07,370.28688937042,370.28688937042,361.83635870014,361.83635870014,77933
2021-07-08,362.60458876107,368.75042924855,361.0681286392,366.44573906574,51483
2021-07-11,367.21396912668,374.89626973602,366.44573906574,374.89626973602,63968
2021-07-12,376.43272985789,379.50565010163,367.21396912668,368.75042924855,69957
2021-07-13,363.37281882201,371.05511943135,363.37281882201,369.51865930948,64679
2021-07-14,374.89626973602,374.89626973602,366.44573906574,367.98219918761,40531
2021-07-15,368.75042924855,370.28688937042,365.67750900481,367.98219918761,59702
2021-07-18,367.98219918761,391.79733107658,367.98219918761,390.26087095471,199269
2021-07-19,395.63848138125,403.55125100888,391.02910101565,393.33379119845,298032
2021-07-20,393.33379119845,419.22314425194,388.72441083284,418.68538320929,428610
2021-07-22,426.36768381863,460.55392153022,422.60335652005,451.71927582947,800592
2021-07-25,460.7075675424,465.3937709141,447.10989546386,458.63334637788,400066
2021-07-26,455.56042613414,458.63334637788,441.73228503732,444.80520528106,564272
2021-07-27,437.89113473265,449.41458564667,427.9041439405,441.73228503732,308307
2021-07-28,441.73228503732,447.10989546386,436.35467461078,437.89113473265,130006
2021-07-29,441.73228503732,441.73228503732,430.2088341233,438.65936479358,107729
2021-08-01,441.73228503732,442.50051509826,434.04998442798,436.35467461078,134087
2021-08-02,434.04998442798,441.65546203123,434.04998442798,440.19582491545,90713
2021-08-03,441.73228503732,447.8781255248,438.73618779968,445.57343534199,98770
2021-08-04,454.48490404883,454.48490404883,443.42239117138,447.49401049433,117917
2021-08-05,447.8781255248,450.95104576854,444.03697522012,445.57343534199,128975
